period,product_sku,company_variation_factor,product_seasonal_factor,product_variation_factor,unusual_event_factor,realization_factor,variation_type
2019-05,DOOR-3680,0.9554,1.0100,1.0122,1.0000,0.9767,typical
2019-06,WIN-2436,0.9615,1.0500,1.0076,1.0000,1.0173,typical
2019-06,WIN-3648,0.9615,1.0600,0.9816,1.0000,1.0004,typical
2019-06,DOOR-3680,0.9615,1.0100,0.9987,1.0000,0.9698,typical
2019-07,WIN-2436,1.0693,1.0400,1.0034,1.0000,1.1159,typical
2019-07,WIN-3648,1.0693,1.0500,0.9810,1.0000,1.1015,typical
2019-07,DOOR-3680,1.0693,1.0000,0.9941,1.0000,1.0631,typical
2019-08,WIN-2436,1.0199,1.0200,1.0067,1.0000,1.0473,typical
2019-08,WIN-3648,1.0199,1.0300,0.9905,1.0000,1.0404,typical
2019-08,DOOR-3680,1.0199,1.0200,1.0089,1.0000,1.0495,typical
2019-09,WIN-2436,1.0395,1.0000,0.9844,1.0000,1.0233,typical
2019-09,WIN-3648,1.0395,1.0100,0.9810,1.0000,1.0300,typical
2019-09,DOOR-3680,1.0395,1.0400,0.9961,1.0000,1.0769,typical
2019-10,WIN-2436,1.0050,0.9900,0.9857,1.0000,0.9807,typical
2019-10,WIN-3648,1.0050,0.9900,0.9929,1.0000,0.9879,typical
2019-10,DOOR-3680,1.0050,1.0500,1.0129,1.0000,1.0688,typical
2019-11,WIN-2436,0.9391,0.9700,0.9893,1.0000,0.9012,typical
2019-11,WIN-3648,0.9391,0.9600,1.0122,1.0000,0.9126,typical
2019-11,DOOR-3680,0.9391,1.0200,1.0195,1.0000,0.9766,typical
2019-12,WIN-2436,1.0422,0.9500,0.9954,1.0000,0.9855,typical
2019-12,WIN-3648,1.0422,0.9400,0.9915,1.0000,0.9713,typical
2019-12,DOOR-3680,1.0422,0.9900,0.9942,1.0000,1.0258,typical
2020-01,WIN-2436,1.0476,0.9600,1.0124,1.0000,1.0182,typical
2020-01,WIN-3648,1.0476,0.9500,0.9843,1.0000,0.9796,typical
2020-01,DOOR-3680,1.0476,0.9800,1.0174,1.0000,1.0445,typical
2020-02,WIN-2436,0.9958,0.9700,0.9858,1.0000,0.9522,typical
2020-02,WIN-3648,0.9958,0.9600,1.0023,1.0000,0.9581,typical
2020-02,DOOR-3680,0.9958,0.9800,0.9861,1.0000,0.9622,typical
2020-03,WIN-2436,1.0210,0.9900,1.0092,1.0000,1.0201,typical
2020-03,WIN-3648,1.0210,0.9800,1.0183,1.0000,1.0189,typical
2020-03,DOOR-3680,1.0210,0.9900,1.0199,1.0000,1.0309,typical
2020-04,WIN-2436,0.9852,1.0200,0.9932,1.0000,0.9981,typical
2020-04,WIN-3648,0.9852,1.0100,0.9940,1.0000,0.9892,typical
2020-04,DOOR-3680,0.9852,1.0000,0.9805,1.0000,0.9660,typical
2020-05,WIN-2436,0.9107,1.0400,1.0010,1.0000,0.9481,typical
2020-05,WIN-3648,0.9107,1.0400,1.0183,1.0000,0.9645,typical
2020-05,DOOR-3680,0.9107,1.0100,1.0091,1.0000,0.9282,typical
2020-06,WIN-2436,0.9656,1.0500,0.9897,1.0000,1.0035,typical
2020-06,WIN-3648,0.9656,1.0600,0.9807,1.0000,1.0038,typical
2020-06,DOOR-3680,0.9656,1.0100,0.9900,1.0000,0.9656,typical
2020-07,WIN-2436,1.0173,1.0400,1.0010,1.0000,1.0590,typical
2020-07,WIN-3648,1.0173,1.0500,1.0033,1.0000,1.0717,typical
2020-07,DOOR-3680,1.0173,1.0000,0.9865,1.0000,1.0036,typical
2020-08,WIN-2436,0.9705,1.0200,0.9894,1.0000,0.9794,typical
2020-08,WIN-3648,0.9705,1.0300,0.9959,1.0000,0.9955,typical
2020-08,DOOR-3680,0.9705,1.0200,1.0070,1.0000,0.9969,typical
2020-09,WIN-2436,0.9955,1.0000,1.0101,1.0000,1.0056,typical
2020-09,WIN-3648,0.9955,1.0100,1.0018,1.0000,1.0073,typical
2020-09,DOOR-3680,0.9955,1.0400,1.0016,1.0000,1.0369,typical
2020-10,WIN-2436,1.0549,0.9900,0.9926,1.0000,1.0366,typical
2020-10,WIN-3648,1.0549,0.9900,0.9885,1.0000,1.0323,typical
2020-10,DOOR-3680,1.0549,1.0500,1.0187,1.0000,1.1283,typical
2020-11,WIN-2436,1.0231,0.9700,0.9859,1.0000,0.9784,typical
2020-11,WIN-3648,1.0231,0.9600,0.9851,1.0000,0.9676,typical
2020-11,DOOR-3680,1.0231,1.0200,0.9913,1.0000,1.0345,typical
2020-12,WIN-2436,0.9330,0.9500,1.0183,1.0000,0.9026,typical
2020-12,WIN-3648,0.9330,0.9400,1.0084,1.0000,0.8844,typical
2020-12,DOOR-3680,0.9330,0.9900,1.0085,1.0000,0.9315,typical
2021-01,WIN-2436,0.9887,0.9600,0.9912,1.0000,0.9409,typical
2021-01,WIN-3648,0.9887,0.9500,1.0167,1.0000,0.9550,typical
2021-01,DOOR-3680,0.9887,0.9800,0.9934,1.0000,0.9626,typical
2021-02,WIN-2436,1.0159,0.9700,0.9970,1.0000,0.9824,typical
2021-02,WIN-3648,1.0159,0.9600,0.9949,1.0000,0.9703,typical
2021-02,DOOR-3680,1.0159,0.9800,0.9946,1.0000,0.9902,typical
2021-03,WIN-2436,1.0110,0.9900,1.0169,1.0000,1.0178,typical
2021-03,WIN-3648,1.0110,0.9800,1.0018,1.0000,0.9926,typical
2021-03,DOOR-3680,1.0110,0.9900,0.9818,1.0000,0.9827,typical
2021-04,WIN-2436,0.9606,1.0200,0.9980,1.0000,0.9778,typical
2021-04,WIN-3648,0.9606,1.0100,1.0046,1.0000,0.9746,typical
2021-04,DOOR-3680,0.9606,1.0000,1.0003,1.0000,0.9609,typical
2021-05,WIN-2436,0.9713,1.0400,0.9839,1.0000,0.9939,typical
2021-05,WIN-3648,0.9713,1.0400,1.0010,1.0000,1.0111,typical
2021-05,DOOR-3680,0.9713,1.0100,0.9906,1.0000,0.9717,typical
2021-06,WIN-2436,0.9629,1.0500,1.0009,1.0000,1.0120,typical
2021-06,WIN-3648,0.9629,1.0600,1.0065,1.0000,1.0273,typical
2021-06,DOOR-3680,0.9629,1.0100,0.9952,1.0000,0.9679,typical
2021-07,WIN-2436,0.9982,1.0400,0.9869,1.0000,1.0245,typical
2021-07,WIN-3648,0.9982,1.0500,1.0003,1.0000,1.0484,typical
2021-07,DOOR-3680,0.9982,1.0000,0.9834,1.0000,0.9817,typical
2021-08,WIN-2436,0.9591,1.0200,1.0173,1.1500,1.1445,unusual
2021-08,WIN-3648,0.9591,1.0300,1.0093,1.1500,1.1466,unusual
2021-08,DOOR-3680,0.9591,1.0200,0.9967,1.1500,1.1214,unusual
2021-09,WIN-2436,1.0357,1.0000,0.9979,1.0000,1.0335,typical
2021-09,WIN-3648,1.0357,1.0100,0.9891,1.0000,1.0346,typical
2021-09,DOOR-3680,1.0357,1.0400,1.0093,1.0000,1.0872,typical
2021-10,WIN-2436,1.0377,0.9900,0.9834,1.0000,1.0103,typical
2021-10,WIN-3648,1.0377,0.9900,1.0005,1.0000,1.0278,typical
2021-10,DOOR-3680,1.0377,1.0500,1.0038,1.0000,1.0937,typical
2021-11,WIN-2436,1.0084,0.9700,0.9855,1.0000,0.9641,typical
2021-11,WIN-3648,1.0084,0.9600,1.0182,1.0000,0.9857,typical
2021-11,DOOR-3680,1.0084,1.0200,0.9907,1.0000,1.0191,typical
2021-12,WIN-2436,0.9943,0.9500,1.0090,1.0000,0.9530,typical
2021-12,WIN-3648,0.9943,0.9400,0.9873,1.0000,0.9227,typical
2021-12,DOOR-3680,0.9943,0.9900,1.0021,1.0000,0.9864,typical
2022-01,WIN-2436,0.9480,0.9600,0.9899,1.0000,0.9009,typical
2022-01,WIN-3648,0.9480,0.9500,0.9848,1.0000,0.8869,typical
2022-01,DOOR-3680,0.9480,0.9800,1.0151,1.0000,0.9431,typical
2022-02,WIN-2436,0.9243,0.9700,1.0141,1.0000,0.9092,typical
2022-02,WIN-3648,0.9243,0.9600,0.9992,1.0000,0.8866,typical
2022-02,DOOR-3680,0.9243,0.9800,1.0106,1.0000,0.9154,typical
2022-03,WIN-2436,0.9976,0.9900,1.0034,1.0000,0.9909,typical
2022-03,WIN-3648,0.9976,0.9800,0.9840,1.0000,0.9619,typical
2022-03,DOOR-3680,0.9976,0.9900,0.9918,1.0000,0.9795,typical
2022-04,WIN-2436,0.9808,1.0200,1.0049,1.0000,1.0053,typical
2022-04,WIN-3648,0.9808,1.0100,0.9943,1.0000,0.9849,typical
2022-04,DOOR-3680,0.9808,1.0000,1.0190,1.0000,0.9994,typical
2022-05,WIN-2436,0.9944,1.0400,1.0058,1.0000,1.0403,typical
2022-05,WIN-3648,0.9944,1.0400,0.9815,1.0000,1.0151,typical
2022-05,DOOR-3680,0.9944,1.0100,0.9908,1.0000,0.9951,typical
2022-06,WIN-2436,1.0204,1.0500,1.0156,1.0000,1.0882,typical
2022-06,WIN-3648,1.0204,1.0600,1.0103,1.0000,1.0928,typical
2022-06,DOOR-3680,1.0204,1.0100,0.9848,1.0000,1.0149,typical
2022-07,WIN-2436,0.9682,1.0400,1.0049,1.0000,1.0119,typical
2022-07,WIN-3648,0.9682,1.0500,0.9995,1.0000,1.0162,typical
2022-07,DOOR-3680,0.9682,1.0000,1.0012,1.0000,0.9694,typical
2022-08,WIN-2436,1.0144,1.0200,0.9866,1.0000,1.0209,typical
2022-08,WIN-3648,1.0144,1.0300,1.0166,1.0000,1.0622,typical
2022-08,DOOR-3680,1.0144,1.0200,0.9951,1.0000,1.0296,typical
2022-09,WIN-2436,1.0306,1.0000,1.0153,1.0000,1.0464,typical
2022-09,WIN-3648,1.0306,1.0100,1.0116,1.0000,1.0530,typical
2022-09,DOOR-3680,1.0306,1.0400,0.9954,1.0000,1.0670,typical
2022-10,WIN-2436,0.9217,0.9900,1.0031,1.0000,0.9153,typical
2022-10,WIN-3648,0.9217,0.9900,1.0107,1.0000,0.9223,typical
2022-10,DOOR-3680,0.9217,1.0500,1.0129,1.0000,0.9803,typical
2022-11,WIN-2436,1.0163,0.9700,0.9889,1.0000,0.9749,typical
2022-11,WIN-3648,1.0163,0.9600,0.9979,1.0000,0.9736,typical
2022-11,DOOR-3680,1.0163,1.0200,0.9861,1.0000,1.0222,typical
2022-12,WIN-2436,0.9917,0.9500,1.0059,1.0000,0.9477,typical
2022-12,WIN-3648,0.9917,0.9400,0.9963,1.0000,0.9288,typical
2022-12,DOOR-3680,0.9917,0.9900,0.9992,1.0000,0.9810,typical
2023-01,WIN-2436,0.9308,0.9600,0.9916,0.8500,0.7532,unusual
2023-01,WIN-3648,0.9308,0.9500,1.0095,0.8500,0.7588,unusual
2023-01,DOOR-3680,0.9308,0.9800,0.9921,0.8500,0.7693,unusual
2023-02,WIN-2436,1.0008,0.9700,1.0041,1.0000,0.9747,typical
2023-02,WIN-3648,1.0008,0.9600,0.9814,1.0000,0.9429,typical
2023-02,DOOR-3680,1.0008,0.9800,0.9960,1.0000,0.9769,typical
2023-03,WIN-2436,0.9267,0.9900,0.9945,1.0000,0.9124,typical
2023-03,WIN-3648,0.9267,0.9800,1.0046,1.0000,0.9123,typical
2023-03,DOOR-3680,0.9267,0.9900,1.0047,1.0000,0.9218,typical
2023-04,WIN-2436,0.9931,1.0200,1.0083,1.0000,1.0214,typical
2023-04,WIN-3648,0.9931,1.0100,1.0101,1.0000,1.0132,typical
2023-04,DOOR-3680,0.9931,1.0000,1.0050,1.0000,0.9981,typical
2023-05,WIN-2436,1.0142,1.0400,1.0067,1.0000,1.0618,typical
2023-05,WIN-3648,1.0142,1.0400,0.9999,1.0000,1.0546,typical
2023-05,DOOR-3680,1.0142,1.0100,0.9965,1.0000,1.0208,typical
2023-06,WIN-2436,1.0092,1.0500,0.9922,1.0000,1.0514,typical
2023-06,WIN-3648,1.0092,1.0600,1.0000,1.0000,1.0697,typical
2023-06,DOOR-3680,1.0092,1.0100,1.0001,1.0000,1.0194,typical
2023-07,WIN-2436,1.0027,1.0400,1.0187,1.0000,1.0623,typical
2023-07,WIN-3648,1.0027,1.0500,1.0016,1.0000,1.0545,typical
2023-07,DOOR-3680,1.0027,1.0000,1.0028,1.0000,1.0055,typical
2023-08,WIN-2436,1.0346,1.0200,1.0025,1.0000,1.0579,typical
2023-08,WIN-3648,1.0346,1.0300,0.9987,1.0000,1.0642,typical
2023-08,DOOR-3680,1.0346,1.0200,0.9904,1.0000,1.0451,typical
2023-09,WIN-2436,1.0375,1.0000,0.9964,1.0000,1.0338,typical
2023-09,WIN-3648,1.0375,1.0100,0.9853,1.0000,1.0325,typical
2023-09,DOOR-3680,1.0375,1.0400,1.0128,1.0000,1.0928,typical
2023-10,WIN-2436,0.9564,0.9900,1.0091,1.0000,0.9554,typical
2023-10,WIN-3648,0.9564,0.9900,0.9881,1.0000,0.9355,typical
2023-10,DOOR-3680,0.9564,1.0500,0.9961,1.0000,1.0003,typical
2023-11,WIN-2436,1.0020,0.9700,0.9982,1.0000,0.9701,typical
2023-11,WIN-3648,1.0020,0.9600,0.9924,1.0000,0.9546,typical
2023-11,DOOR-3680,1.0020,1.0200,1.0154,1.0000,1.0377,typical
2023-12,WIN-2436,0.9829,0.9500,1.0102,1.0000,0.9433,typical
2023-12,WIN-3648,0.9829,0.9400,0.9909,1.0000,0.9155,typical
2023-12,DOOR-3680,0.9829,0.9900,1.0180,1.0000,0.9906,typical
2024-01,WIN-2436,1.0271,0.9600,0.9927,1.0000,0.9788,typical
2024-01,WIN-3648,1.0271,0.9500,1.0096,1.0000,0.9851,typical
2024-01,DOOR-3680,1.0271,0.9800,1.0176,1.0000,1.0242,typical
2024-02,WIN-2436,1.0136,0.9700,0.9915,1.0000,0.9749,typical
2024-02,WIN-3648,1.0136,0.9600,0.9960,1.0000,0.9692,typical
2024-02,DOOR-3680,1.0136,0.9800,0.9831,1.0000,0.9765,typical
2024-03,WIN-2436,0.9500,0.9900,0.9880,1.0000,0.9292,typical
2024-03,WIN-3648,0.9500,0.9800,0.9960,1.0000,0.9272,typical
2024-03,DOOR-3680,0.9500,0.9900,0.9820,1.0000,0.9236,typical
2024-04,WIN-2436,0.9937,1.0200,0.9989,1.0000,1.0124,typical
2024-04,WIN-3648,0.9937,1.0100,1.0034,1.0000,1.0070,typical
2024-04,DOOR-3680,0.9937,1.0000,1.0076,1.0000,1.0012,typical
2024-05,WIN-2436,1.0728,1.0400,1.0072,1.0000,1.1237,typical
2024-05,WIN-3648,1.0728,1.0400,0.9807,1.0000,1.0941,typical
2024-05,DOOR-3680,1.0728,1.0100,0.9856,1.0000,1.0679,typical
2024-06,WIN-2436,1.0175,1.0500,1.0050,1.0000,1.0737,typical
2024-06,WIN-3648,1.0175,1.0600,1.0123,1.0000,1.0918,typical
2024-06,DOOR-3680,1.0175,1.0100,1.0028,1.0000,1.0306,typical
2024-07,WIN-2436,1.0039,1.0400,0.9818,1.0000,1.0251,typical
2024-07,WIN-3648,1.0039,1.0500,0.9899,1.0000,1.0434,typical
2024-07,DOOR-3680,1.0039,1.0000,1.0037,1.0000,1.0076,typical
2024-08,WIN-2436,1.0149,1.0200,1.0099,1.0000,1.0454,typical
2024-08,WIN-3648,1.0149,1.0300,0.9803,1.0000,1.0247,typical
2024-08,DOOR-3680,1.0149,1.0200,0.9877,1.0000,1.0224,typical
2024-09,WIN-2436,1.0136,1.0000,0.9857,1.0000,0.9990,typical
2024-09,WIN-3648,1.0136,1.0100,1.0078,1.0000,1.0317,typical
2024-09,DOOR-3680,1.0136,1.0400,1.0043,1.0000,1.0587,typical
2024-10,WIN-2436,1.0020,0.9900,0.9960,1.0000,0.9880,typical
2024-10,WIN-3648,1.0020,0.9900,0.9877,1.0000,0.9798,typical
2024-10,DOOR-3680,1.0020,1.0500,1.0196,1.0000,1.0727,typical
2024-11,WIN-2436,1.0100,0.9700,1.0060,1.0000,0.9856,typical
2024-11,WIN-3648,1.0100,0.9600,1.0134,1.0000,0.9826,typical
2024-11,DOOR-3680,1.0100,1.0200,0.9968,1.0000,1.0269,typical
2024-12,WIN-2436,1.0222,0.9500,1.0086,1.0000,0.9794,typical
2024-12,WIN-3648,1.0222,0.9400,0.9957,1.0000,0.9567,typical
2024-12,DOOR-3680,1.0222,0.9900,0.9916,1.0000,1.0035,typical
2025-01,WIN-2436,0.9907,0.9600,1.0031,1.0000,0.9540,typical
2025-01,WIN-3648,0.9907,0.9500,1.0127,1.0000,0.9531,typical
2025-01,DOOR-3680,0.9907,0.9800,1.0030,1.0000,0.9738,typical
2025-02,WIN-2436,1.0209,0.9700,0.9973,1.0000,0.9876,typical
2025-02,WIN-3648,1.0209,0.9600,0.9812,1.0000,0.9617,typical
2025-02,DOOR-3680,1.0209,0.9800,0.9890,1.0000,0.9894,typical
2025-03,WIN-2436,1.0416,0.9900,0.9829,1.0000,1.0135,typical
2025-03,WIN-3648,1.0416,0.9800,0.9961,1.0000,1.0167,typical
2025-03,DOOR-3680,1.0416,0.9900,1.0198,1.0000,1.0516,typical
2025-04,WIN-2436,0.9388,1.0200,0.9986,1.0000,0.9562,typical
2025-04,WIN-3648,0.9388,1.0100,1.0106,1.0000,0.9582,typical
2025-04,DOOR-3680,0.9388,1.0000,1.0029,1.0000,0.9414,typical
2025-05,WIN-2436,1.0496,1.0400,1.0013,1.0000,1.0930,typical
2025-05,WIN-3648,1.0496,1.0400,1.0196,1.0000,1.1130,typical
2025-05,DOOR-3680,1.0496,1.0100,0.9981,1.0000,1.0581,typical
2025-06,WIN-2436,1.0140,1.0500,1.0027,1.0000,1.0676,typical
2025-06,WIN-3648,1.0140,1.0600,1.0048,1.0000,1.0800,typical
2025-06,DOOR-3680,1.0140,1.0100,1.0103,1.0000,1.0348,typical
2025-07,WIN-2436,0.9703,1.0400,1.0069,1.0000,1.0160,typical
2025-07,WIN-3648,0.9703,1.0500,0.9911,1.0000,1.0097,typical
2025-07,DOOR-3680,0.9703,1.0000,0.9807,1.0000,0.9516,typical
2025-08,WIN-2436,1.0221,1.0200,0.9910,1.0000,1.0332,typical
2025-08,WIN-3648,1.0221,1.0300,1.0026,1.0000,1.0555,typical
2025-08,DOOR-3680,1.0221,1.0200,1.0159,1.0000,1.0591,typical
2025-09,WIN-2436,0.9689,1.0000,0.9855,1.0000,0.9549,typical
2025-09,WIN-3648,0.9689,1.0100,0.9955,1.0000,0.9742,typical
2025-09,DOOR-3680,0.9689,1.0400,1.0156,1.0000,1.0234,typical
2025-10,WIN-2436,0.9889,0.9900,0.9841,1.0000,0.9634,typical
2025-10,WIN-3648,0.9889,0.9900,0.9921,1.0000,0.9712,typical
2025-10,DOOR-3680,0.9889,1.0500,1.0115,1.0000,1.0503,typical
2025-11,WIN-2436,1.0277,0.9700,0.9851,1.0000,0.9820,typical
2025-11,WIN-3648,1.0277,0.9600,0.9845,1.0000,0.9713,typical
2025-11,DOOR-3680,1.0277,1.0200,0.9995,1.0000,1.0478,typical
2025-12,WIN-2436,0.9421,0.9500,1.0005,1.0000,0.8954,typical
2025-12,WIN-3648,0.9421,0.9400,0.9962,1.0000,0.8822,typical
2025-12,DOOR-3680,0.9421,0.9900,1.0153,1.0000,0.9469,typical
2026-01,WIN-2436,1.0302,0.9600,0.9947,1.0000,0.9837,typical
2026-01,WIN-3648,1.0302,0.9500,0.9803,1.0000,0.9594,typical
2026-01,DOOR-3680,1.0302,0.9800,0.9982,1.0000,1.0077,typical
2026-02,WIN-2436,0.9811,0.9700,0.9964,1.0000,0.9482,typical
2026-02,WIN-3648,0.9811,0.9600,1.0126,1.0000,0.9537,typical
2026-02,DOOR-3680,0.9811,0.9800,1.0070,1.0000,0.9682,typical
